year,investor_name,investor,issuer_nationality_name,issuer_nationality,portfolio_share
2017,"Norway","NOR","Greece","GRC",.002279
2017,"Norway","NOR","Iceland","ISL",.0019887
2017,"Norway","NOR","Ireland","IRL",.0017213
2017,"Norway","NOR","Italy","ITA",.0102916
2017,"Norway","NOR","Japan","JPN",.0172831
2017,"Norway","NOR","Mexico","MEX",.0051875
2017,"Norway","NOR","Norway","NOR",.8307669
2017,"Norway","NOR","Portugal","PRT",.0048282
2017,"Norway","NOR","Spain","ESP",.0102827
2017,"Norway","NOR","Sweden","SWE",.0060975
2017,"Norway","NOR","United Kingdom","GBR",.0098136
2017,"Norway","NOR","United States","USA",.0465098
2017,"Sweden","SWE","European Monetary Union","EMU",.0394217
2017,"Sweden","SWE","Finland","FIN",.0032655
2017,"Sweden","SWE","France","FRA",.0057238
2017,"Sweden","SWE","Germany","DEU",.0124464
2017,"Sweden","SWE","Iceland","ISL",.0116627
2017,"Sweden","SWE","Italy","ITA",.0062296
2017,"Sweden","SWE","Japan","JPN",.0012988
2017,"Sweden","SWE","Netherlands","NLD",.003572
2017,"Sweden","SWE","Norway","NOR",.0131928
2017,"Sweden","SWE","Peru","PER",.0010539
2017,"Sweden","SWE","Spain","ESP",.0059876
2017,"Sweden","SWE","Sweden","SWE",.8947566
2017,"Sweden","SWE","United Kingdom","GBR",.0068751
2017,"Sweden","SWE","United States","USA",.0268901
2017,"Switzerland","CHE","Australia","AUS",.0104964
2017,"Switzerland","CHE","Austria","AUT",.0106478
2017,"Switzerland","CHE","Belgium","BEL",.0165934
2017,"Switzerland","CHE","Canada","CAN",.0258215
2017,"Switzerland","CHE","Denmark","DNK",.0083554
2017,"Switzerland","CHE","European Monetary Union","EMU",.2500195
2017,"Switzerland","CHE","France","FRA",.0550098
2017,"Switzerland","CHE","Germany","DEU",.0584884
2017,"Switzerland","CHE","Italy","ITA",.0422423
2017,"Switzerland","CHE","Japan","JPN",.0668524
2017,"Switzerland","CHE","Korea, Republic of","KOR",.0102384
2017,"Switzerland","CHE","Netherlands","NLD",.0175106
2017,"Switzerland","CHE","Poland","POL",.0102282
2017,"Switzerland","CHE","Spain","ESP",.0288965
2017,"Switzerland","CHE","Sweden","SWE",.0117322
2017,"Switzerland","CHE","Switzerland","CHE",.2864795
2017,"Switzerland","CHE","United Kingdom","GBR",.0419957
2017,"Switzerland","CHE","United States","USA",.2171076
2017,"United Kingdom","GBR","Argentina","ARG",.0088847
2017,"United Kingdom","GBR","Australia","AUS",.0317155
2017,"United Kingdom","GBR","Brazil","BRA",.0106176
2017,"United Kingdom","GBR","Canada","CAN",.0171206
2017,"United Kingdom","GBR","European Monetary Union","EMU",.0971439
2017,"United Kingdom","GBR","France","FRA",.03177
2017,"United Kingdom","GBR","Germany","DEU",.0322357
2017,"United Kingdom","GBR","Indonesia","IDN",.0140633
2017,"United Kingdom","GBR","Italy","ITA",.0097055
2017,"United Kingdom","GBR","Japan","JPN",.0150271
2017,"United Kingdom","GBR","Mexico","MEX",.0265028
2017,"United Kingdom","GBR","New Zealand","NZL",.006721
2017,"United Kingdom","GBR","Poland","POL",.0113867
2017,"United Kingdom","GBR","Portugal","PRT",.0068253
2017,"United Kingdom","GBR","Russian Federation","RUS",.0070431
2017,"United Kingdom","GBR","South Africa","ZAF",.0084163
2017,"United Kingdom","GBR","Spain","ESP",.006363
2017,"United Kingdom","GBR","Turkey","TUR",.007358
2017,"United Kingdom","GBR","United Kingdom","GBR",.469299
2017,"United Kingdom","GBR","United States","USA",.2125354
2017,"United States","USA","Argentina","ARG",.0039243
2017,"United States","USA","Australia","AUS",.0012987
2017,"United States","USA","Brazil","BRA",.0077088
2017,"United States","USA","Canada","CAN",.0051187
2017,"United States","USA","Colombia","COL",.0018145
2017,"United States","USA","European Monetary Union","EMU",.0183703
2017,"United States","USA","France","FRA",.0031323
2017,"United States","USA","Germany","DEU",.0046092
2017,"United States","USA","India","IND",.0016315
2017,"United States","USA","Indonesia","IDN",.0038939
2017,"United States","USA","Italy","ITA",.003819
2017,"United States","USA","Japan","JPN",.0124495
2017,"United States","USA","Korea, Republic of","KOR",.0018403
2017,"United States","USA","Mexico","MEX",.0068294
2017,"United States","USA","Poland","POL",.0014569
2017,"United States","USA","Russian Federation","RUS",.0016878
2017,"United States","USA","South Africa","ZAF",.00174
2017,"United States","USA","Spain","ESP",.0019702
2017,"United States","USA","Sweden","SWE",.0010852
2017,"United States","USA","Turkey","TUR",.0021617
2017,"United States","USA","Ukraine","UKR",.0011841
2017,"United States","USA","United Kingdom","GBR",.0030832
2017,"United States","USA","United States","USA",.9040325
2016,"Australia","AUS","Australia","AUS",.4738708
2016,"Australia","AUS","Brazil","BRA",.0163561
2016,"Australia","AUS","Canada","CAN",.042516
2016,"Australia","AUS","European Monetary Union","EMU",.0857717
2016,"Australia","AUS","France","FRA",.0200006
2016,"Australia","AUS","Germany","DEU",.0196147
2016,"Australia","AUS","Indonesia","IDN",.0070294
2016,"Australia","AUS","Italy","ITA",.014393
2016,"Australia","AUS","Japan","JPN",.1026689
2016,"Australia","AUS","Mexico","MEX",.0138748
2016,"Australia","AUS","Singapore","SGP",.0070636
2016,"Australia","AUS","Slovenia","SVN",.0082111
2016,"Australia","AUS","Spain","ESP",.0102342
2016,"Australia","AUS","Sweden","SWE",.0085754
2016,"Australia","AUS","United Kingdom","GBR",.0227796
2016,"Australia","AUS","United States","USA",.179495
2016,"Canada","CAN","Argentina","ARG",.0021218
2016,"Canada","CAN","Australia","AUS",.0043871
2016,"Canada","CAN","Brazil","BRA",.0033474
2016,"Canada","CAN","Canada","CAN",.8282032
2016,"Canada","CAN","European Monetary Union","EMU",.0201733
2016,"Canada","CAN","France","FRA",.0032635
2016,"Canada","CAN","Germany","DEU",.004946
2016,"Canada","CAN","Indonesia","IDN",.0037278
2016,"Canada","CAN","Italy","ITA",.0047197
2016,"Canada","CAN","Japan","JPN",.0088363
2016,"Canada","CAN","Korea, Republic of","KOR",.0017252
2016,"Canada","CAN","Mexico","MEX",.0075711
2016,"Canada","CAN","New Zealand","NZL",.0032713
2016,"Canada","CAN","Philippines","PHL",.0021833
2016,"Canada","CAN","Singapore","SGP",.0020219
2016,"Canada","CAN","Spain","ESP",.0031173
2016,"Canada","CAN","Turkey","TUR",.0017279
2016,"Canada","CAN","United Kingdom","GBR",.0061043
2016,"Canada","CAN","United States","USA",.0791466
2016,"Denmark","DNK","Argentina","ARG",.0234915
2016,"Denmark","DNK","Brazil","BRA",.0491353
2016,"Denmark","DNK","Colombia","COL",.0324312
2016,"Denmark","DNK","Denmark","DNK",.258122
2016,"Denmark","DNK","Dominican Republic","DOM",.010104
2016,"Denmark","DNK","European Monetary Union","EMU",.0757303
2016,"Denmark","DNK","France","FRA",.0137233
2016,"Denmark","DNK","Germany","DEU",.0157727
2016,"Denmark","DNK","Hungary","HUN",.0176028
2016,"Denmark","DNK","Indonesia","IDN",.0290375
2016,"Denmark","DNK","Italy","ITA",.0238806
2016,"Denmark","DNK","Lebanon","LBN",.0078549
2016,"Denmark","DNK","Malaysia","MYS",.0174738
2016,"Denmark","DNK","Mexico","MEX",.0418848
2016,"Denmark","DNK","Peru","PER",.0193452
2016,"Denmark","DNK","Poland","POL",.0332519
2016,"Denmark","DNK","Russian Federation","RUS",.0292586
2016,"Denmark","DNK","South Africa","ZAF",.0334171
2016,"Denmark","DNK","Spain","ESP",.0123556
2016,"Denmark","DNK","Sri Lanka","LKA",.009682
2016,"Denmark","DNK","Thailand","THA",.0127981
2016,"Denmark","DNK","Turkey","TUR",.0408024
2016,"Denmark","DNK","Ukraine","UKR",.00869
2016,"Denmark","DNK","United Kingdom","GBR",.0175962
2016,"Denmark","DNK","United States","USA",.0973811
2016,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0093043
2016,"European Monetary Union","EMU","Argentina","ARG",.0085594
2016,"European Monetary Union","EMU","Australia","AUS",.0056006
2016,"European Monetary Union","EMU","Austria","AUT",.0081915
2016,"European Monetary Union","EMU","Belgium","BEL",.0129
2016,"European Monetary Union","EMU","Brazil","BRA",.0167011
2016,"European Monetary Union","EMU","Canada","CAN",.0078742
2016,"European Monetary Union","EMU","Colombia","COL",.0073837
2016,"European Monetary Union","EMU","Cyprus","CYP",.0008778
2016,"European Monetary Union","EMU","European Monetary Union","EMU",.4896159
2016,"European Monetary Union","EMU","Finland","FIN",.0024136
2016,"European Monetary Union","EMU","France","FRA",.0591643
2016,"European Monetary Union","EMU","Germany","DEU",.065011
2016,"European Monetary Union","EMU","Greece","GRC",.0022622
2016,"European Monetary Union","EMU","Hungary","HUN",.0058636
2016,"European Monetary Union","EMU","Indonesia","IDN",.0136645
2016,"European Monetary Union","EMU","Ireland","IRL",.0057573
2016,"European Monetary Union","EMU","Italy","ITA",.1903797
2016,"European Monetary Union","EMU","Japan","JPN",.0199955
2016,"European Monetary Union","EMU","Latvia","LVA",.0004124
