year,investor_name,investor,issuer_nationality_name,issuer_nationality,portfolio_share
2009,"Sweden","SWE","Canada","CAN",.0014763
2009,"Sweden","SWE","European Monetary Union","EMU",.0177094
2009,"Sweden","SWE","Finland","FIN",.0014002
2009,"Sweden","SWE","France","FRA",.0038981
2009,"Sweden","SWE","Germany","DEU",.0051996
2009,"Sweden","SWE","Italy","ITA",.0033446
2009,"Sweden","SWE","Spain","ESP",.0008805
2009,"Sweden","SWE","Sweden","SWE",.92499
2009,"Sweden","SWE","United Kingdom","GBR",.0171779
2009,"Sweden","SWE","United States","USA",.0383763
2009,"Switzerland","CHE","Austria","AUT",.0358812
2009,"Switzerland","CHE","Belgium","BEL",.0190264
2009,"Switzerland","CHE","Canada","CAN",.0284512
2009,"Switzerland","CHE","Denmark","DNK",.0075989
2009,"Switzerland","CHE","European Monetary Union","EMU",.5231209
2009,"Switzerland","CHE","Finland","FIN",.0212611
2009,"Switzerland","CHE","France","FRA",.1661199
2009,"Switzerland","CHE","Germany","DEU",.1093493
2009,"Switzerland","CHE","Greece","GRC",.0121811
2009,"Switzerland","CHE","Ireland","IRL",.0082129
2009,"Switzerland","CHE","Italy","ITA",.0219865
2009,"Switzerland","CHE","Japan","JPN",.016423
2009,"Switzerland","CHE","Korea, Republic of","KOR",.0068548
2009,"Switzerland","CHE","Netherlands","NLD",.0656432
2009,"Switzerland","CHE","Poland","POL",.0090676
2009,"Switzerland","CHE","Portugal","PRT",.0131785
2009,"Switzerland","CHE","Spain","ESP",.0489966
2009,"Switzerland","CHE","Switzerland","CHE",.3206102
2009,"Switzerland","CHE","United Kingdom","GBR",.0208602
2009,"Switzerland","CHE","United States","USA",.0547152
2009,"United Kingdom","GBR","Australia","AUS",.0091153
2009,"United Kingdom","GBR","Brazil","BRA",.0073327
2009,"United Kingdom","GBR","Canada","CAN",.0079499
2009,"United Kingdom","GBR","European Monetary Union","EMU",.0839366
2009,"United Kingdom","GBR","France","FRA",.0146208
2009,"United Kingdom","GBR","Germany","DEU",.033223
2009,"United Kingdom","GBR","Hungary","HUN",.0076596
2009,"United Kingdom","GBR","Ireland","IRL",.0057369
2009,"United Kingdom","GBR","Italy","ITA",.0172223
2009,"United Kingdom","GBR","Japan","JPN",.0190615
2009,"United Kingdom","GBR","Mexico","MEX",.0070949
2009,"United Kingdom","GBR","Netherlands","NLD",.0031785
2009,"United Kingdom","GBR","Norway","NOR",.0135266
2009,"United Kingdom","GBR","Poland","POL",.0045867
2009,"United Kingdom","GBR","South Africa","ZAF",.0033424
2009,"United Kingdom","GBR","Sweden","SWE",.0038428
2009,"United Kingdom","GBR","Turkey","TUR",.0043122
2009,"United Kingdom","GBR","United Kingdom","GBR",.70206
2009,"United Kingdom","GBR","United States","USA",.1017627
2009,"United States","USA","Argentina","ARG",.0008535
2009,"United States","USA","Australia","AUS",.0013627
2009,"United States","USA","Brazil","BRA",.0041415
2009,"United States","USA","Canada","CAN",.0058938
2009,"United States","USA","European Monetary Union","EMU",.0088179
2009,"United States","USA","France","FRA",.0020417
2009,"United States","USA","Germany","DEU",.0028767
2009,"United States","USA","Indonesia","IDN",.0016761
2009,"United States","USA","Israel","ISR",.0007219
2009,"United States","USA","Italy","ITA",.0017182
2009,"United States","USA","Japan","JPN",.0024885
2009,"United States","USA","Korea, Republic of","KOR",.0031203
2009,"United States","USA","Malaysia","MYS",.0008218
2009,"United States","USA","Mexico","MEX",.0027671
2009,"United States","USA","Netherlands","NLD",.0007018
2009,"United States","USA","Norway","NOR",.0012374
2009,"United States","USA","Peru","PER",.0004811
2009,"United States","USA","Poland","POL",.0019823
2009,"United States","USA","Russian Federation","RUS",.0011664
2009,"United States","USA","South Africa","ZAF",.0006091
2009,"United States","USA","Sweden","SWE",.0015843
2009,"United States","USA","Turkey","TUR",.0008273
2009,"United States","USA","United Kingdom","GBR",.0012155
2009,"United States","USA","United States","USA",.9525188
2009,"United States","USA","Venezuela, Bolivarian Republic of","VEN",.0006978
2008,"Canada","CAN","Austria","AUT",.0005256
2008,"Canada","CAN","Brazil","BRA",.0011683
2008,"Canada","CAN","Canada","CAN",.9477644
2008,"Canada","CAN","European Monetary Union","EMU",.0156598
2008,"Canada","CAN","France","FRA",.0039645
2008,"Canada","CAN","Germany","DEU",.0072619
2008,"Canada","CAN","Indonesia","IDN",.0005487
2008,"Canada","CAN","Italy","ITA",.0013236
2008,"Canada","CAN","Japan","JPN",.0036191
2008,"Canada","CAN","Mexico","MEX",.0008041
2008,"Canada","CAN","Netherlands","NLD",.0011377
2008,"Canada","CAN","Poland","POL",.0006348
2008,"Canada","CAN","Russian Federation","RUS",.0005258
2008,"Canada","CAN","Spain","ESP",.0010074
2008,"Canada","CAN","United Kingdom","GBR",.0051126
2008,"Canada","CAN","United States","USA",.0192043
2008,"Denmark","DNK","Argentina","ARG",.0156632
2008,"Denmark","DNK","Brazil","BRA",.0723644
2008,"Denmark","DNK","Colombia","COL",.0357498
2008,"Denmark","DNK","Denmark","DNK",.2992662
2008,"Denmark","DNK","European Monetary Union","EMU",.0945537
2008,"Denmark","DNK","France","FRA",.0270328
2008,"Denmark","DNK","Germany","DEU",.0349138
2008,"Denmark","DNK","Hungary","HUN",.0073083
2008,"Denmark","DNK","Indonesia","IDN",.0373835
2008,"Denmark","DNK","Italy","ITA",.0109736
2008,"Denmark","DNK","Mexico","MEX",.0605299
2008,"Denmark","DNK","Panama","PAN",.0175379
2008,"Denmark","DNK","Peru","PER",.0253032
2008,"Denmark","DNK","Philippines","PHL",.0263193
2008,"Denmark","DNK","Poland","POL",.0149451
2008,"Denmark","DNK","Russian Federation","RUS",.0604529
2008,"Denmark","DNK","South Africa","ZAF",.0135995
2008,"Denmark","DNK","Turkey","TUR",.0434729
2008,"Denmark","DNK","United States","USA",.0586313
2008,"Denmark","DNK","Uruguay","URY",.0186804
2008,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0269175
2008,"European Monetary Union","EMU","Austria","AUT",.0183157
2008,"European Monetary Union","EMU","Belgium","BEL",.0227976
2008,"European Monetary Union","EMU","Brazil","BRA",.0042857
2008,"European Monetary Union","EMU","Canada","CAN",.0050356
2008,"European Monetary Union","EMU","Cyprus","CYP",.0000627
2008,"European Monetary Union","EMU","European Monetary Union","EMU",.7555163
2008,"European Monetary Union","EMU","Finland","FIN",.0074786
2008,"European Monetary Union","EMU","France","FRA",.1284115
2008,"European Monetary Union","EMU","Germany","DEU",.1236127
2008,"European Monetary Union","EMU","Greece","GRC",.0320665
2008,"European Monetary Union","EMU","Hungary","HUN",.0049317
2008,"European Monetary Union","EMU","Ireland","IRL",.0037685
2008,"European Monetary Union","EMU","Italy","ITA",.2629511
2008,"European Monetary Union","EMU","Japan","JPN",.0150766
2008,"European Monetary Union","EMU","Luxembourg","LUX",.0000345
2008,"European Monetary Union","EMU","Mexico","MEX",.0033516
2008,"European Monetary Union","EMU","Netherlands","NLD",.0270487
2008,"European Monetary Union","EMU","Poland","POL",.0061499
2008,"European Monetary Union","EMU","Portugal","PRT",.0105563
2008,"European Monetary Union","EMU","Slovenia","SVN",.0008252
2008,"European Monetary Union","EMU","Spain","ESP",.1175865
2008,"European Monetary Union","EMU","Sweden","SWE",.0106194
2008,"European Monetary Union","EMU","Turkey","TUR",.0031135
2008,"European Monetary Union","EMU","United Kingdom","GBR",.0207373
2008,"European Monetary Union","EMU","United States","USA",.1455594
2008,"Norway","NOR","Brazil","BRA",.0108486
2008,"Norway","NOR","Canada","CAN",.0180343
2008,"Norway","NOR","Denmark","DNK",.0199118
2008,"Norway","NOR","European Monetary Union","EMU",.2165538
2008,"Norway","NOR","Finland","FIN",.03565
2008,"Norway","NOR","France","FRA",.0462978
2008,"Norway","NOR","Germany","DEU",.0779948
2008,"Norway","NOR","Greece","GRC",.006984
2008,"Norway","NOR","Hungary","HUN",.0112597
2008,"Norway","NOR","Italy","ITA",.0369211
2008,"Norway","NOR","Japan","JPN",.0417134
2008,"Norway","NOR","Norway","NOR",.5657097
2008,"Norway","NOR","Spain","ESP",.0062766
2008,"Norway","NOR","Sweden","SWE",.0047169
2008,"Norway","NOR","United Kingdom","GBR",.0196986
2008,"Norway","NOR","United States","USA",.0793646
2008,"Sweden","SWE","Austria","AUT",.0005845
2008,"Sweden","SWE","Belgium","BEL",.0012978
2008,"Sweden","SWE","Canada","CAN",.0012137
2008,"Sweden","SWE","Denmark","DNK",.0007536
2008,"Sweden","SWE","European Monetary Union","EMU",.0263574
2008,"Sweden","SWE","Finland","FIN",.0011154
2008,"Sweden","SWE","France","FRA",.0068288
2008,"Sweden","SWE","Germany","DEU",.0115711
2008,"Sweden","SWE","Italy","ITA",.0043056
2008,"Sweden","SWE","Sweden","SWE",.9440674
2008,"Sweden","SWE","United Kingdom","GBR",.0073531
2008,"Sweden","SWE","United States","USA",.019859
2008,"Switzerland","CHE","Australia","AUS",.013428
2008,"Switzerland","CHE","Austria","AUT",.0285937
2008,"Switzerland","CHE","Belgium","BEL",.0226464
2008,"Switzerland","CHE","Canada","CAN",.0250312
2008,"Switzerland","CHE","Denmark","DNK",.0174724
2008,"Switzerland","CHE","European Monetary Union","EMU",.4482268
2008,"Switzerland","CHE","Finland","FIN",.0362898
2008,"Switzerland","CHE","France","FRA",.1415787
2008,"Switzerland","CHE","Germany","DEU",.0807666
2008,"Switzerland","CHE","Greece","GRC",.0110197
2008,"Switzerland","CHE","Italy","ITA",.0191526
2008,"Switzerland","CHE","Japan","JPN",.0170605
2008,"Switzerland","CHE","Netherlands","NLD",.063489
2008,"Switzerland","CHE","Poland","POL",.0063961
2008,"Switzerland","CHE","Portugal","PRT",.01046
2008,"Switzerland","CHE","Spain","ESP",.0305867
2008,"Switzerland","CHE","Sweden","SWE",.022143
2008,"Switzerland","CHE","Switzerland","CHE",.3816749
2008,"Switzerland","CHE","United Kingdom","GBR",.027831
2008,"Switzerland","CHE","United States","USA",.0314462
2008,"United Kingdom","GBR","Brazil","BRA",.0023152
2008,"United Kingdom","GBR","Canada","CAN",.0056638
2008,"United Kingdom","GBR","European Monetary Union","EMU",.0754556
2008,"United Kingdom","GBR","France","FRA",.0211688
2008,"United Kingdom","GBR","Germany","DEU",.0381726
2008,"United Kingdom","GBR","Italy","ITA",.0125201
2008,"United Kingdom","GBR","Japan","JPN",.0190265
2008,"United Kingdom","GBR","Mexico","MEX",.0036037
2008,"United Kingdom","GBR","United Kingdom","GBR",.8141579
2008,"United Kingdom","GBR","United States","USA",.0642647
2008,"United States","USA","Argentina","ARG",.0003089
2008,"United States","USA","Australia","AUS",.0004212
2008,"United States","USA","Belgium","BEL",.0003164
2008,"United States","USA","Brazil","BRA",.0026057
2008,"United States","USA","Canada","CAN",.0024593
2008,"United States","USA","Colombia","COL",.0003806
2008,"United States","USA","Egypt","EGY",.0003113
2008,"United States","USA","European Monetary Union","EMU",.0068036
2008,"United States","USA","France","FRA",.0014761
2008,"United States","USA","Germany","DEU",.0032405
2008,"United States","USA","Indonesia","IDN",.0009028
2008,"United States","USA","Israel","ISR",.00043
2008,"United States","USA","Italy","ITA",.0006891
2008,"United States","USA","Japan","JPN",.0041685
2008,"United States","USA","Korea, Republic of","KOR",.0011065
2008,"United States","USA","Malaysia","MYS",.0003412
2008,"United States","USA","Mexico","MEX",.0017688
2008,"United States","USA","Netherlands","NLD",.0005891
2008,"United States","USA","Peru","PER",.0003443
2008,"United States","USA","Poland","POL",.000366
2008,"United States","USA","Russian Federation","RUS",.000757
2008,"United States","USA","Singapore","SGP",.0002934
2008,"United States","USA","Sweden","SWE",.0005527
2008,"United States","USA","Turkey","TUR",.000542
2008,"United States","USA","United Kingdom","GBR",.0011462
2008,"United States","USA","United States","USA",.9716287
2008,"United States","USA","Venezuela, Bolivarian Republic of","VEN",.0003331
2007,"Canada","CAN","Australia","AUS",.0008698
2007,"Canada","CAN","Austria","AUT",.0005018
2007,"Canada","CAN","Brazil","BRA",.0009409
2007,"Canada","CAN","Canada","CAN",.9524804
2007,"Canada","CAN","European Monetary Union","EMU",.0133105
2007,"Canada","CAN","France","FRA",.003021
2007,"Canada","CAN","Germany","DEU",.0068642
2007,"Canada","CAN","Japan","JPN",.0028979
2007,"Canada","CAN","Mexico","MEX",.0007648
2007,"Canada","CAN","Netherlands","NLD",.0011578
2007,"Canada","CAN","Norway","NOR",.0005181
2007,"Canada","CAN","Poland","POL",.0005016
2007,"Canada","CAN","Spain","ESP",.0011169
2007,"Canada","CAN","Sweden","SWE",.0006516
2007,"Canada","CAN","United Kingdom","GBR",.0041991
2007,"Canada","CAN","United States","USA",.0190889
2007,"Denmark","DNK","Argentina","ARG",.0425146
2007,"Denmark","DNK","Brazil","BRA",.0704834
2007,"Denmark","DNK","Colombia","COL",.0385666
2007,"Denmark","DNK","Denmark","DNK",.2786947
2007,"Denmark","DNK","El Salvador","SLV",.0077342
2007,"Denmark","DNK","European Monetary Union","EMU",.0705852
2007,"Denmark","DNK","France","FRA",.0151158
2007,"Denmark","DNK","Germany","DEU",.0300733
2007,"Denmark","DNK","Indonesia","IDN",.0217779
2007,"Denmark","DNK","Italy","ITA",.0084909
2007,"Denmark","DNK","Mexico","MEX",.0465414
2007,"Denmark","DNK","Panama","PAN",.0157962
2007,"Denmark","DNK","Peru","PER",.0204493
2007,"Denmark","DNK","Philippines","PHL",.03766
2007,"Denmark","DNK","Poland","POL",.0098596
2007,"Denmark","DNK","Qatar","QAT",.0094973
2007,"Denmark","DNK","Russian Federation","RUS",.064244
2007,"Denmark","DNK","South Africa","ZAF",.0106471
2007,"Denmark","DNK","Turkey","TUR",.0446916
2007,"Denmark","DNK","Ukraine","UKR",.0135752
2007,"Denmark","DNK","United Kingdom","GBR",.0108916
2007,"Denmark","DNK","United States","USA",.0597142
2007,"Denmark","DNK","Uruguay","URY",.0238831
2007,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0463774
2007,"European Monetary Union","EMU","Argentina","ARG",.0036464
2007,"European Monetary Union","EMU","Austria","AUT",.0251128
2007,"European Monetary Union","EMU","Belgium","BEL",.0237593
2007,"European Monetary Union","EMU","Brazil","BRA",.0065371
2007,"European Monetary Union","EMU","Canada","CAN",.00768
2007,"European Monetary Union","EMU","Czech Republic","CZE",.0030379
2007,"European Monetary Union","EMU","Denmark","DNK",.0025307
2007,"European Monetary Union","EMU","European Monetary Union","EMU",.7549438
2007,"European Monetary Union","EMU","Finland","FIN",.0080817
2007,"European Monetary Union","EMU","France","FRA",.127884
2007,"European Monetary Union","EMU","Germany","DEU",.1515414
2007,"European Monetary Union","EMU","Greece","GRC",.0347523
2007,"European Monetary Union","EMU","Hungary","HUN",.0085519
2007,"European Monetary Union","EMU","Ireland","IRL",.0045789
2007,"European Monetary Union","EMU","Italy","ITA",.2948225
2007,"European Monetary Union","EMU","Japan","JPN",.0162593
2007,"European Monetary Union","EMU","Mexico","MEX",.0051349
2007,"European Monetary Union","EMU","Netherlands","NLD",.0296231
2007,"European Monetary Union","EMU","Philippines","PHL",.0034026
2007,"European Monetary Union","EMU","Poland","POL",.010602
2007,"European Monetary Union","EMU","Portugal","PRT",.006675
2007,"European Monetary Union","EMU","Russian Federation","RUS",.0031213
2007,"European Monetary Union","EMU","Slovenia","SVN",.0006492
2007,"European Monetary Union","EMU","Spain","ESP",.0474634
2007,"European Monetary Union","EMU","Sweden","SWE",.01258
2007,"European Monetary Union","EMU","Turkey","TUR",.0065274
2007,"European Monetary Union","EMU","United Kingdom","GBR",.0249535
2007,"European Monetary Union","EMU","United States","USA",.0970398
2007,"European Monetary Union","EMU","Venezuela, Bolivarian Republic of","VEN",.0030821
2007,"Norway","NOR","Austria","AUT",.0045327
2007,"Norway","NOR","Brazil","BRA",.0139338
2007,"Norway","NOR","Canada","CAN",.0280129
2007,"Norway","NOR","Denmark","DNK",.0109794
2007,"Norway","NOR","European Monetary Union","EMU",.1483248
2007,"Norway","NOR","Finland","FIN",.0239269
2007,"Norway","NOR","France","FRA",.0158371
2007,"Norway","NOR","Germany","DEU",.0443993
2007,"Norway","NOR","Greece","GRC",.013518
2007,"Norway","NOR","Iceland","ISL",.0687415
2007,"Norway","NOR","Italy","ITA",.0364322
2007,"Norway","NOR","Japan","JPN",.0102503
2007,"Norway","NOR","Mexico","MEX",.0299129
2007,"Norway","NOR","Netherlands","NLD",.0057758
2007,"Norway","NOR","Norway","NOR",.6144221
2007,"Norway","NOR","Sweden","SWE",.0056718
2007,"Norway","NOR","United Kingdom","GBR",.0164508
2007,"Norway","NOR","United States","USA",.047324
2007,"Sweden","SWE","Austria","AUT",.0025619
2007,"Sweden","SWE","Belgium","BEL",.0035036
2007,"Sweden","SWE","European Monetary Union","EMU",.0241773
2007,"Sweden","SWE","Finland","FIN",.0010611
2007,"Sweden","SWE","France","FRA",.0048502
2007,"Sweden","SWE","Germany","DEU",.0113872
2007,"Sweden","SWE","Sweden","SWE",.8953435
2007,"Sweden","SWE","United Kingdom","GBR",.0344823
2007,"Sweden","SWE","United States","USA",.0444206
2007,"Switzerland","CHE","Austria","AUT",.0260365
2007,"Switzerland","CHE","Belgium","BEL",.0235524
2007,"Switzerland","CHE","Canada","CAN",.0413281
2007,"Switzerland","CHE","Denmark","DNK",.0068581
2007,"Switzerland","CHE","European Monetary Union","EMU",.3577093
2007,"Switzerland","CHE","Finland","FIN",.0148011
2007,"Switzerland","CHE","France","FRA",.056921
2007,"Switzerland","CHE","Germany","DEU",.0828286
2007,"Switzerland","CHE","Greece","GRC",.021745
2007,"Switzerland","CHE","Ireland","IRL",.005755
2007,"Switzerland","CHE","Italy","ITA",.0356984
2007,"Switzerland","CHE","Japan","JPN",.0174382
2007,"Switzerland","CHE","Korea, Republic of","KOR",.0058105
2007,"Switzerland","CHE","Netherlands","NLD",.0274435
2007,"Switzerland","CHE","Poland","POL",.0057422
2007,"Switzerland","CHE","Portugal","PRT",.0333071
2007,"Switzerland","CHE","Spain","ESP",.0295172
2007,"Switzerland","CHE","Sweden","SWE",.0131992
2007,"Switzerland","CHE","Switzerland","CHE",.4802513
2007,"Switzerland","CHE","United Kingdom","GBR",.017566
2007,"Switzerland","CHE","United States","USA",.0455943
2007,"United Kingdom","GBR","Australia","AUS",.0037406
2007,"United Kingdom","GBR","Belgium","BEL",.0017445
2007,"United Kingdom","GBR","Canada","CAN",.0073651
2007,"United Kingdom","GBR","European Monetary Union","EMU",.0674168
2007,"United Kingdom","GBR","Finland","FIN",.0018626
2007,"United Kingdom","GBR","France","FRA",.0144678
2007,"United Kingdom","GBR","Germany","DEU",.0417709
2007,"United Kingdom","GBR","Hungary","HUN",.0024019
2007,"United Kingdom","GBR","Italy","ITA",.0027417
2007,"United Kingdom","GBR","Japan","JPN",.0102723
2007,"United Kingdom","GBR","Mexico","MEX",.0039927
2007,"United Kingdom","GBR","Netherlands","NLD",.002646
2007,"United Kingdom","GBR","Norway","NOR",.0031555
2007,"United Kingdom","GBR","Sweden","SWE",.002606
2007,"United Kingdom","GBR","Switzerland","CHE",.0023608
2007,"United Kingdom","GBR","United Kingdom","GBR",.8258971
2007,"United Kingdom","GBR","United States","USA",.0564177
2007,"United States","USA","Argentina","ARG",.0011184
2007,"United States","USA","Australia","AUS",.0007575
2007,"United States","USA","Brazil","BRA",.0037759
2007,"United States","USA","Canada","CAN",.0056768
2007,"United States","USA","Colombia","COL",.0006483
2007,"United States","USA","Egypt","EGY",.0005177
2007,"United States","USA","European Monetary Union","EMU",.0105308
2007,"United States","USA","France","FRA",.002369
2007,"United States","USA","Germany","DEU",.0046304
2007,"United States","USA","Indonesia","IDN",.0008681
2007,"United States","USA","Israel","ISR",.0006753
2007,"United States","USA","Italy","ITA",.0012812
2007,"United States","USA","Japan","JPN",.0047146
2007,"United States","USA","Korea, Republic of","KOR",.0021308
2007,"United States","USA","Malaysia","MYS",.0008713
2007,"United States","USA","Mexico","MEX",.0034288
2007,"United States","USA","Netherlands","NLD",.0005263
2007,"United States","USA","Norway","NOR",.0005487
2007,"United States","USA","Peru","PER",.0006135
2007,"United States","USA","Philippines","PHL",.0005686
2007,"United States","USA","Poland","POL",.000979
2007,"United States","USA","Russian Federation","RUS",.0011397
2007,"United States","USA","Singapore","SGP",.0008977
2007,"United States","USA","Sweden","SWE",.0020451
2007,"United States","USA","Turkey","TUR",.0010325
2007,"United States","USA","United Kingdom","GBR",.0020969
2007,"United States","USA","United States","USA",.950222
2007,"United States","USA","Venezuela, Bolivarian Republic of","VEN",.0005554
2006,"Canada","CAN","Australia","AUS",.000555
2006,"Canada","CAN","Austria","AUT",.000586
2006,"Canada","CAN","Brazil","BRA",.0008804
2006,"Canada","CAN","Canada","CAN",.9528543
2006,"Canada","CAN","European Monetary Union","EMU",.009635
2006,"Canada","CAN","France","FRA",.0019801
2006,"Canada","CAN","Germany","DEU",.0044743
2006,"Canada","CAN","Japan","JPN",.0023049
2006,"Canada","CAN","Mexico","MEX",.0005148
2006,"Canada","CAN","Netherlands","NLD",.0007838
2006,"Canada","CAN","Norway","NOR",.000783
2006,"Canada","CAN","Poland","POL",.0005952
2006,"Canada","CAN","Spain","ESP",.0013181
2006,"Canada","CAN","Sweden","SWE",.0010199
2006,"Canada","CAN","United Kingdom","GBR",.0024704
2006,"Canada","CAN","United States","USA",.0241722
2006,"Denmark","DNK","Argentina","ARG",.0331264
2006,"Denmark","DNK","Brazil","BRA",.0523693
2006,"Denmark","DNK","Colombia","COL",.0300655
2006,"Denmark","DNK","Denmark","DNK",.3699999
2006,"Denmark","DNK","European Monetary Union","EMU",.0726565
2006,"Denmark","DNK","France","FRA",.0134556
2006,"Denmark","DNK","Germany","DEU",.0352309
2006,"Denmark","DNK","Indonesia","IDN",.0164075
2006,"Denmark","DNK","Italy","ITA",.009485
2006,"Denmark","DNK","Mexico","MEX",.0406721
2006,"Denmark","DNK","Panama","PAN",.0177954
2006,"Denmark","DNK","Peru","PER",.0198811
2006,"Denmark","DNK","Philippines","PHL",.0296499
2006,"Denmark","DNK","Poland","POL",.0072841
2006,"Denmark","DNK","Russian Federation","RUS",.046508
2006,"Denmark","DNK","South Africa","ZAF",.0082848
2006,"Denmark","DNK","Turkey","TUR",.0476643
2006,"Denmark","DNK","Ukraine","UKR",.007996
2006,"Denmark","DNK","United Kingdom","GBR",.0114201
2006,"Denmark","DNK","United States","USA",.0407258
2006,"Denmark","DNK","Uruguay","URY",.0215014
2006,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0462069
2006,"European Monetary Union","EMU","Austria","AUT",.0272233
2006,"European Monetary Union","EMU","Belgium","BEL",.0251384
2006,"European Monetary Union","EMU","Brazil","BRA",.0049322
2006,"European Monetary Union","EMU","Canada","CAN",.0031186
2006,"European Monetary Union","EMU","Denmark","DNK",.001799
2006,"European Monetary Union","EMU","European Monetary Union","EMU",.846259
2006,"European Monetary Union","EMU","Finland","FIN",.007174
2006,"European Monetary Union","EMU","France","FRA",.1360997
2006,"European Monetary Union","EMU","Germany","DEU",.1726565
2006,"European Monetary Union","EMU","Greece","GRC",.0221949
2006,"European Monetary Union","EMU","Hungary","HUN",.0038647
2006,"European Monetary Union","EMU","Ireland","IRL",.0022157
2006,"European Monetary Union","EMU","Italy","ITA",.3478898
2006,"European Monetary Union","EMU","Japan","JPN",.0083529
2006,"European Monetary Union","EMU","Mexico","MEX",.0029653
2006,"European Monetary Union","EMU","Netherlands","NLD",.0297639
2006,"European Monetary Union","EMU","Norway","NOR",.0020131
2006,"European Monetary Union","EMU","Poland","POL",.0056039
2006,"European Monetary Union","EMU","Portugal","PRT",.0058942
2006,"European Monetary Union","EMU","Russian Federation","RUS",.0026096
2006,"European Monetary Union","EMU","Spain","ESP",.0700085
2006,"European Monetary Union","EMU","Sweden","SWE",.0110467
2006,"European Monetary Union","EMU","Turkey","TUR",.0032904
2006,"European Monetary Union","EMU","United Kingdom","GBR",.0236238
2006,"European Monetary Union","EMU","United States","USA",.0599789
2006,"European Monetary Union","EMU","Venezuela, Bolivarian Republic of","VEN",.0019531
2006,"Norway","NOR","Austria","AUT",.0112199
2006,"Norway","NOR","Canada","CAN",.009082
2006,"Norway","NOR","European Monetary Union","EMU",.1465027
2006,"Norway","NOR","France","FRA",.0184084
2006,"Norway","NOR","Germany","DEU",.0660288
2006,"Norway","NOR","Greece","GRC",.0099596
2006,"Norway","NOR","Iceland","ISL",.005115
2006,"Norway","NOR","Italy","ITA",.0390491
2006,"Norway","NOR","Japan","JPN",.0206701
2006,"Norway","NOR","Norway","NOR",.7314181
2006,"Norway","NOR","Sweden","SWE",.0027616
2006,"Norway","NOR","United Kingdom","GBR",.0176259
2006,"Norway","NOR","United States","USA",.0657041
2006,"Sweden","SWE","Denmark","DNK",.0021607
2006,"Sweden","SWE","European Monetary Union","EMU",.0352744
2006,"Sweden","SWE","France","FRA",.0038257
2006,"Sweden","SWE","Germany","DEU",.0226082
2006,"Sweden","SWE","Italy","ITA",.0030002
2006,"Sweden","SWE","Japan","JPN",.0008459
2006,"Sweden","SWE","Netherlands","NLD",.0014039
2006,"Sweden","SWE","Spain","ESP",.0031996
2006,"Sweden","SWE","Sweden","SWE",.9208984
2006,"Sweden","SWE","United Kingdom","GBR",.0139068
2006,"Sweden","SWE","United States","USA",.0256485
2006,"Switzerland","CHE","Austria","AUT",.0355589
2006,"Switzerland","CHE","Belgium","BEL",.0116233
2006,"Switzerland","CHE","Canada","CAN",.0471942
2006,"Switzerland","CHE","Denmark","DNK",.010858
2006,"Switzerland","CHE","European Monetary Union","EMU",.3648063
2006,"Switzerland","CHE","Finland","FIN",.0091844
2006,"Switzerland","CHE","France","FRA",.0573788
2006,"Switzerland","CHE","Germany","DEU",.122585
2006,"Switzerland","CHE","Greece","GRC",.0142986
2006,"Switzerland","CHE","Ireland","IRL",.0078814
2006,"Switzerland","CHE","Italy","ITA",.0360294
2006,"Switzerland","CHE","Japan","JPN",.0193452
2006,"Switzerland","CHE","Korea, Republic of","KOR",.0059106
2006,"Switzerland","CHE","Netherlands","NLD",.0312184
2006,"Switzerland","CHE","Portugal","PRT",.0209854
2006,"Switzerland","CHE","Spain","ESP",.0180625
2006,"Switzerland","CHE","Sweden","SWE",.0211052
2006,"Switzerland","CHE","Switzerland","CHE",.4229812
2006,"Switzerland","CHE","United Kingdom","GBR",.0150084
2006,"Switzerland","CHE","United States","USA",.0776732
2006,"United Kingdom","GBR","Argentina","ARG",.0027069
2006,"United Kingdom","GBR","Australia","AUS",.0043859
2006,"United Kingdom","GBR","Belgium","BEL",.0060091
2006,"United Kingdom","GBR","Brazil","BRA",.0030574
2006,"United Kingdom","GBR","Canada","CAN",.0072054
2006,"United Kingdom","GBR","European Monetary Union","EMU",.0748449
2006,"United Kingdom","GBR","France","FRA",.0124237
2006,"United Kingdom","GBR","Germany","DEU",.0418788
2006,"United Kingdom","GBR","Ireland","IRL",.0031749
2006,"United Kingdom","GBR","Italy","ITA",.0050642
2006,"United Kingdom","GBR","Japan","JPN",.0168528
2006,"United Kingdom","GBR","Mexico","MEX",.005452
2006,"United Kingdom","GBR","Netherlands","NLD",.0031293
2006,"United Kingdom","GBR","Norway","NOR",.0022412
2006,"United Kingdom","GBR","Russian Federation","RUS",.0025404
2006,"United Kingdom","GBR","Sweden","SWE",.0053684
2006,"United Kingdom","GBR","United Kingdom","GBR",.7822013
2006,"United Kingdom","GBR","United States","USA",.0800929
2006,"United States","USA","Argentina","ARG",.0015808
2006,"United States","USA","Brazil","BRA",.0033989
2006,"United States","USA","Canada","CAN",.00725
2006,"United States","USA","Colombia","COL",.0008005
2006,"United States","USA","European Monetary Union","EMU",.0118217
2006,"United States","USA","France","FRA",.0026952
2006,"United States","USA","Germany","DEU",.0051116
2006,"United States","USA","Indonesia","IDN",.0007045
2006,"United States","USA","Israel","ISR",.0005514
